system:index,B2,B3,B4,B8,class,.geo
1_00000000000000000033_1_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
1_00000000000000000033_2_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
1_00000000000000000033_3_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
1_00000000000000000033_4_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
1_00000000000000000033_5_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
1_00000000000000000033_6_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
1_00000000000000000033_7_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
1_00000000000000000033_8_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
1_00000000000000000033_9_0,448.5,792.5,779.5,3316.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.374038870149,-38.28965592301787]}"
1_0000000000000000014a_0_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
1_0000000000000000014a_1_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
1_0000000000000000014a_2_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
1_0000000000000000014a_3_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
1_0000000000000000014a_4_0,394.5,663.5,731.5,3517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9901933235266,-37.65787078369661]}"
