system:index,B2,B3,B4,B8,class,.geo
8_8_0,553,816,1106,2048,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.77847413390518,-38.15427980970105]}"
8_9_0,645,864,1434,2082,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7792826176609,-38.15320183136011]}"
8_10_0,753,1012,1378,2254,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78116907975755,-38.152034021490756]}"
8_11_0,758,1021,1190,1844,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.77892329154724,-38.15275267371805]}"
8_12_0,626,736,985,1650,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78054025905865,-38.15176452690552]}"
8_13_0,2050,2158,1938,2304,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.777126660979,-38.15401031511582]}"
8_14_0,1284,1622,1546,2634,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78512166700767,-38.15427980970105]}"
8_15_0,1142,1550,1830,2820,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.7831453733826,-38.1515848638487]}"
8_16_0,698,882,996,1466,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78368436255306,-38.15347132594535]}"
8_17_0,626,888,842,3316,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.77649784028011,-38.154369641229465]}"
8_18_0,641,851,953,2286,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78485217242243,-38.15526795651358]}"
8_19_0,1078,1238,1482,2030,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.78323520491102,-38.15418997817264]}"
9_0_0,1804,2380,2498,2724,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16744465192895,-38.2252467171465]}"
9_1_0,1164,1668,1960,2122,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.17193622834952,-38.223270423521434]}"
9_2_0,932,1192,1378,1722,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16969044013922,-38.224258570333966]}"
9_3_0,846,1164,1332,1490,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.17040909236653,-38.22632469548744]}"
9_4_0,5008,4816,4648,4496,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.1619649286958,-38.22389924422032]}"
9_5_0,581,805,955,2120,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16142593952534,-38.222551771294135]}"
9_6_0,767,1012,1258,1394,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16439037996292,-38.22506705408967]}"
9_7_0,1382,1878,2250,2332,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.1620547602242,-38.22506705408967]}"
9_8_0,1188,1410,1656,1794,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16394122232086,-38.22273143435096]}"
9_9_0,1021,1408,1732,1846,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16474970607658,-38.22542638020332]}"
9_10_0,2344,2656,3138,3422,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16726498887212,-38.2252467171465]}"
9_11_0,2078,2272,2436,2292,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.1642107169061,-38.22434840186238]}"
9_12_0,1192,1340,1604,1656,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.166366673588,-38.224258570333966]}"
9_13_0,871,1056,1198,1262,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16178526563897,-38.22461789644761]}"
9_14_0,1024,1456,1684,1870,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.17148707070746,-38.22542638020332]}"
9_15_0,760,967,1280,1858,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16995993472446,-38.22632469548744]}"
9_16_0,952,1226,1616,2138,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.1703192608381,-38.224438233390785]}"
9_17_0,966,1400,1482,2490,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.16097678188328,-38.22461789644761]}"
9_18_0,1010,1378,1514,1708,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.17067858695177,-38.22596536937379]}"
9_19_0,1284,1520,1868,2374,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.169420945554,-38.22461789644761]}"
