WKT,CURRENCY,PLAN_ACCUR,FEATSOURCE,BASIN,SDL_ID,FEAT_TYPE,VOL_ML_EST,SURFAREAM2,VIC_DAM_ID,ORIG_OBJID,FARMDAM_YN,RUNOFF_DAM,y,x,PerimM2,AreaM2
"MULTIPOLYGON (((145.970291271 -38.255079706,145.970195983 -38.255093168,145.970155591 -38.255086956,145.970129698 -38.255073491,145.970126591 -38.25505692,145.970126591 -38.255039312,145.970184592 -38.254983382,145.970239485 -38.25495749,145.970307843 -38.254951275,145.970355486 -38.254955418,145.970381378 -38.254959561,145.970400022 -38.25497199,145.97040727 -38.25499374,145.970407272 -38.255007204,145.970393807 -38.255027919,145.970373093 -38.255043456,145.970343057 -38.255065205,145.970291271 -38.255079706)))",Jan2010,+/- 5m,Aerial Imagery,Latrobe,2260103,Rural Storage,0.17807051,279.74568183,AllVicPoly177513,180798,Y,Y,-38.2550932,145.9701266,64.346,278.66910936176333
"MULTIPOLYGON (((147.120461646 -37.913723299,147.120453698 -37.913601133,147.12045966 -37.913574316,147.120477538 -37.913550479,147.120519252 -37.913530615,147.120567919 -37.913531608,147.120658301 -37.913557432,147.120774507 -37.913615038,147.1208341 -37.913663706,147.12084006 -37.913684563,147.120841053 -37.913714359,147.1208341 -37.913747136,147.120715908 -37.91385341,147.120659295 -37.91387824,147.120594735 -37.913877247,147.120526203 -37.913866321,147.120492436 -37.913842484,147.12047853 -37.913798783,147.120461646 -37.913723299)))",Feb2010,+/- 5m,Aerial Imagery,Thomson,2250413,Rural Storage,0.95294441,995.62511242,AllVicPoly313478,319133,Y,Y,-37.9138782,147.1204537,116.364,989.3327220701185
"MULTIPOLYGON (((145.578775222 -38.475089236,145.578781285 -38.474961901,145.578796452 -38.47486837,145.578810355 -38.474808966,145.578825523 -38.474772312,145.578836898 -38.474757146,145.578854593 -38.474744505,145.578887455 -38.474744505,145.57898225 -38.474764727,145.57903028 -38.474781159,145.579054294 -38.474793798,145.579083364 -38.474821605,145.579128864 -38.474845619,145.579189535 -38.474881009,145.579223661 -38.474918927,145.579232507 -38.474944206,145.579219868 -38.47497454,145.57919206 -38.475014986,145.579176894 -38.475066806,145.579164255 -38.475111044,145.579136448 -38.475130003,145.579107379 -38.475147698,145.579039125 -38.475170449,145.57889883 -38.475200783,145.578835634 -38.475204576,145.578824441 -38.47520031,145.578805845 -38.475187795,145.578786694 -38.475160134,145.578786133 -38.475159321,145.578785734 -38.475157256,145.578780657 -38.475130849,145.578775222 -38.475089236)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270006,Rural Storage,1.65566666,1512.38894395,AllVicPoly289692,295224,Y,Y,-38.4752046,145.5787752,146.964,1507.661448589674
"MULTIPOLYGON (((144.313764411 -37.56299565,144.313728753 -37.56297676,144.313685966 -37.562903472,144.313659904 -37.562870339,144.313661462 -37.562826986,144.313684803 -37.562809439,144.31372137 -37.562803041,144.31393545 -37.562786221,144.314057595 -37.562799849,144.314092734 -37.56283319,144.314095584 -37.562880258,144.314053572 -37.562911842,144.313892783 -37.562962417,144.313764411 -37.56299565)))",Jan2009,+/- 5m,Aerial Imagery,Werribee,2310103,Town Rural Storage,0.52411114,633.27047069,AllVicPoly328745,334588,Y,Y,-37.5629957,144.3136599,100.321,632.4401448629243
"MULTIPOLYGON (((143.511145169 -37.894654783,143.511142136 -37.894624453,143.511143652 -37.894597156,143.511233125 -37.894507683,143.511260422 -37.894506167,143.511293785 -37.894513749,143.511354443 -37.89456531,143.511357477 -37.894589574,143.511340797 -37.894607771,143.511242223 -37.89470786,143.511219477 -37.894713926,143.511199762 -37.894710893,143.511145169 -37.894654783)))",14Mar2010,+/- 5m,Aerial Imagery,Lake Corangamite,2340306,Rural Storage,0.17755629,279.13407982,AllVicPoly159285,161697,Y,Y,-37.8947139,143.5111421,63.402,279.0254533280151
"MULTIPOLYGON (((145.760584937 -38.632502087,145.760654546 -38.632504987,145.760707719 -38.632505471,145.760768144 -38.632545109,145.760778295 -38.632560094,145.760784094 -38.632585714,145.760764276 -38.632619069,145.760733339 -38.632640821,145.760703852 -38.632649522,145.760670015 -38.63265339,145.76062119 -38.632647589,145.760580587 -38.632618585,145.760554966 -38.632590548,145.760542881 -38.632555744,145.760540949 -38.632533507,145.760549166 -38.632514655,145.760560284 -38.632504021,145.760584937 -38.632502087)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270905,Rural Storage,0.17503125,276.12455496,AllVicPoly291680,297222,Y,Y,-38.6326534,145.7605409,61.039,275.17906575250726
"MULTIPOLYGON (((146.649085854 -38.507584599,146.649087748 -38.5075680469999,146.649118499 -38.507467407,146.64918074 -38.507358105,146.649191367 -38.507308009,146.649188575 -38.507254952,146.649186221 -38.507245913,146.649171632 -38.507215409,146.649154308 -38.507182092,146.64914681 -38.507173526,146.649118499 -38.507151649,146.649108109 -38.507142378,146.649104832 -38.507137373,146.649101965 -38.507126808,146.649107493 -38.507112402,146.649120221 -38.507099569,146.649147896 -38.507086756,146.649173787 -38.507082385,146.649190308 -38.507081468,146.649227801 -38.507078782,146.649293077 -38.507074228,146.649340137 -38.50707271,146.64940086 -38.5070818189999,146.64944792 -38.507100035,146.649485871 -38.507125841,146.649528377 -38.507160758,146.649558529 -38.507201874,146.649562652 -38.507209906,146.649575438 -38.507262467,146.649579992 -38.507318636,146.649573919 -38.507376323,146.649545075 -38.507476516,146.649517751 -38.507532684,146.64947828 -38.507596443,146.649441848 -38.507635912,146.649394788 -38.50766172,146.649346208 -38.507673864,146.649317365 -38.5076769,146.649271825 -38.507669309,146.649218692 -38.507648057,146.649170114 -38.507640468,146.649142788 -38.507640467,146.649107874 -38.507631358,146.649093332 -38.507614579,146.649087497 -38.507601869,146.649085854 -38.507584599)))",Jan2010,+/- 5m,Aerial Imagery,South Gippsland,2270604,Rural Storage,2.72016234,2202.17950237,AllVicPoly289341,294868,Y,Y,-38.5076769,146.6490859,190.501,2190.811559996974
"MULTIPOLYGON (((144.04407613 -37.765659137,144.044122593 -37.765693695,144.044158619 -37.765766665,144.044069798 -37.765797568,144.044018585 -37.765800007,144.043981895 -37.765704484,144.04407613 -37.765659137)))",,,LiDAR,Moorabool,2320017,Rural Storage,0.0826958,156.55131298,AllVicPoly234765,239034,Y,Y,-37.7658,144.0439819,48.168,156.40433300612145
"MULTIPOLYGON (((147.001756999 -36.1642635,147.0015805 -36.164296999,147.0013925 -36.164268501,147.0013925 -36.164154,147.001474501 -36.164068,147.0016275 -36.164063,147.001751 -36.1641345,147.001756999 -36.1642635)))",2005,+/- 5m,Satellite imagery,Kiewa,4020010,Rural Storage,0.60330282,704.43451952,AllVicPoly156934,159323,Y,Y,-36.164297,147.0013925,100.042,699.9477469258269
"MULTIPOLYGON (((146.2349615 -36.9911485,146.234747 -36.991180501,146.2346775 -36.990999,146.2347855 -36.9908805,146.2350175 -36.990906,146.234998 -36.9910395,146.2349615 -36.9911485)))",2005,+/- 5m,Satellite imagery,Broken,4040004,Rural Storage,0.65682517,751.23980877,AllVicPoly042606,43323,Y,Y,-36.9911805,146.2346775,105.073,747.8381926045665
"MULTIPOLYGON (((143.5204855 -35.8989015,143.520495501 -35.898591,143.520517001 -35.898558,143.5205565 -35.898541001,143.520927 -35.8985425,143.520979 -35.8985575,143.521022501 -35.898584499,143.5210265 -35.898626,143.521021001 -35.898892501,143.520991 -35.898937,143.5209235 -35.898964,143.5205645 -35.8989645,143.520509499 -35.8989425,143.5204855 -35.8989015)))",2005,+/- 5m,Satellite imagery,Avoca,408,Rural Storage,2.69855532,2188.92778829,AllVicPoly000887,892,Y,N,-35.8989645,143.5204855,175.608,2187.887978212224
"MULTIPOLYGON (((143.0074 -36.829168999,143.0074325 -36.829135,143.0075095 -36.829085,143.007557 -36.829069,143.007609999 -36.829083,143.007731 -36.8291855,143.0077485 -36.8292295,143.0077495 -36.829265,143.0077175 -36.829301,143.0076035 -36.829374,143.007543 -36.829383999,143.00746 -36.829372001,143.0073925 -36.829311,143.007391 -36.829262499,143.00739 -36.8292135,143.0074 -36.829168999)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,4150508,Rural Storage,0.73263849,815.98577564,AllVicPoly345009,350994,Y,Y,-36.829384,143.00739,103.755,815.9965916786589
"MULTIPOLYGON (((142.2645715 -36.748744,142.2645515 -36.748738499,142.264533501 -36.748728,142.2645245 -36.748715501,142.264521 -36.7485125,142.2645295 -36.7484889999999,142.2645515 -36.748478,142.2645785 -36.7484745,142.2647525 -36.748476,142.264781999 -36.7484885,142.2647955 -36.7485045,142.2647955 -36.748518501,142.264779 -36.7487255,142.264768 -36.748738,142.2647415 -36.7487455,142.2645715 -36.748744)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,4150810,Rural Storage,0.58937738,692.09376587,AllVicPoly346908,352911,Y,Y,-36.7487455,142.264521,100.104,692.4289506450791
"MULTIPOLYGON (((141.361581321 -37.602491856,141.361615949 -37.602528872,141.361655354 -37.602607682,141.361667295 -37.602651863,141.361667296 -37.602693655,141.361652966 -37.602719925,141.361575351 -37.602780823,141.361498929 -37.602803511,141.361405791 -37.602802317,141.36136161 -37.60279157,141.361309071 -37.602745001,141.361287577 -37.602723508,141.361279219 -37.602661415,141.361286383 -37.602620817,141.361311459 -37.602580218,141.361342505 -37.60255156,141.361385492 -37.602530066,141.361520423 -37.602473945,141.361555051 -37.602473945,141.361581321 -37.602491856)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380034,Rural Storage,0.88275753,939.6135957,AllVicPoly094883,96648,Y,Y,-37.6028035,141.3612792,111.238,940.3450460830855
"MULTIPOLYGON (((146.036695001 -36.1876915,146.036587499 -36.187729,146.0364335 -36.187699,146.0362795 -36.187649501,146.036149501 -36.1876005,146.036150501 -36.187504,146.036211001 -36.1874275,146.036283 -36.18738,146.036425501 -36.1873715,146.036592 -36.187392001,146.036721999 -36.187460501,146.0367565 -36.1875475,146.0367555 -36.187615,146.036695001 -36.1876915)))",2005,+/- 5m,Satellite imagery,Broken,4040404,Rural Storage,1.8453118,1641.7530235,AllVicPoly033027,33706,Y,Y,-36.187729,146.0361495,151.374,1634.785469721946
"MULTIPOLYGON (((144.055474941 -38.090951406,144.055466108 -38.090951735,144.055460354 -38.090951794,144.0554539 -38.090951698,144.055447171 -38.090951367,144.055440602 -38.090950716,144.055434628 -38.090949655,144.055429581 -38.090948183,144.055425363 -38.090946663,144.055421348 -38.090945393,144.055413033 -38.090943088,144.055409117 -38.090941732,144.055401925 -38.090938473,144.055398074 -38.090937059,144.055390172 -38.090934391,144.055386565 -38.090932763,144.055383405 -38.090930756,144.055380454 -38.090928567,144.055377507 -38.090926372,144.055374772 -38.090923993,144.055372474 -38.090921242,144.055368518 -38.090915182,144.055366428 -38.090912238,144.055361763 -38.090906755,144.055359755 -38.090903741,144.055356225 -38.090897339,144.055354368 -38.09089426,144.055352333 -38.090891386,144.055350459 -38.090888459,144.055349105 -38.090885221,144.055348272 -38.090881729,144.055347903 -38.090878111,144.055347984 -38.090874483,144.055348544 -38.090870967,144.055349651 -38.090867684,144.055351315 -38.090864697,144.055353164 -38.090861767,144.055358137 -38.090852323,144.055360139 -38.090849397,144.055362569 -38.090846787,144.055365152 -38.090844291,144.055370165 -38.090839195,144.055375705 -38.090834507,144.055380699 -38.090829431,144.055383275 -38.090826958,144.055385715 -38.090824386,144.055387758 -38.090821523,144.055391326 -38.090815419,144.055393324 -38.090812527,144.055395681 -38.090809901,144.055398133 -38.090807345,144.055402691 -38.090801978,144.055405108 -38.090799395,144.055407405 -38.090796721,144.055409309 -38.090793754,144.05541254 -38.090787388,144.055414308 -38.090784311,144.055418426 -38.090778577,144.055420197 -38.090775489,144.055423464 -38.090769089,144.055425412 -38.090766113,144.055427793 -38.090763453,144.055432852 -38.090758349,144.055435487 -38.090755885,144.055438465 -38.090753693,144.0554447 -38.090749637,144.055448037 -38.09074789,144.055451883 -38.090746654,144.055456122 -38.090745907,144.055460561 -38.090745593,144.055465019 -38.090745694,144.055469318 -38.090746233,144.055473271 -38.090747277,144.055476768 -38.090748847,144.055483426 -38.090752517,144.055486679 -38.09075448,144.055492603 -38.090758944,144.055498777 -38.090763203,144.055504509 -38.090767816,144.055510621 -38.090772089,144.055516352 -38.090776667,144.055522482 -38.090780903,144.055528207 -38.09078548,144.055534249 -38.090789797,144.055542479 -38.090796971,144.055545098 -38.09079945,144.055547304 -38.090802258,144.055552808 -38.090811305,144.055554739 -38.090814033,144.055556428 -38.090816779,144.055557498 -38.090819783,144.055557925 -38.090822962,144.055557731 -38.090826159,144.055556886 -38.090829223,144.055555419 -38.090832071,144.055553731 -38.09083493,144.055552204 -38.090838026,144.055549331 -38.090844558,144.055547662 -38.090847708,144.05554381 -38.090853669,144.055542299 -38.090856963,144.055541106 -38.090860492,144.055539049 -38.09086778,144.055537878 -38.090871312,144.055536399 -38.090874611,144.055532609 -38.090880577,144.05553095 -38.090883732,144.055527964 -38.090890273,144.055526241 -38.09089337,144.055522117 -38.090899057,144.055520328 -38.090902101,144.055517055 -38.09090841,144.055515119 -38.090911342,144.055512757 -38.090913958,144.055505314 -38.090921539,144.055499707 -38.090926115,144.05549364 -38.090931745,144.055486434 -38.090937928,144.055477664 -38.090946748,144.055475792 -38.090948896,144.055474897 -38.090950546,144.055474941 -38.090951406)))",Aug2010,+/- 5m,LiDAR,Barwon,2330208,Rural Storage,0.17441568,275.38926956,AllVicPoly022620,22842,Y,Y,-38.0909518,144.0553479,62.481,275.1227318040646
"MULTIPOLYGON (((144.135066 -35.926394999,144.135368001 -35.92642,144.135409 -35.926432001,144.135429 -35.9265125,144.135432 -35.9265915,144.135419499 -35.9266345,144.1353685 -35.9266685,144.1351225 -35.926678501,144.135063 -35.9266745,144.135033999 -35.9266635,144.135008 -35.9264795,144.135015501 -35.926429,144.135045 -35.926405,144.135066 -35.926394999)))",2005,+/- 5m,Satellite imagery,Loddon,407,Rural Irrigation Storage,1.03014418,1056.08713582,AllVicPoly184806,188357,Y,N,-35.9266785,144.135008,122.725,1054.8534225713527
"MULTIPOLYGON (((145.985603 -36.5222705,145.9856005 -36.52246,145.985465 -36.522428999,145.9853065 -36.522267999,145.984927 -36.522005499,145.9847195 -36.5218245,145.9848075 -36.521695501,145.985092001 -36.521668,145.985276 -36.5217695,145.985603 -36.5222705)))",2005,+/- 5m,Satellite imagery,Broken,4040011,Rural Licensed Storage,4.21735807,3068.93559173,AllVicPoly027530,28105,Y,Y,-36.52246,145.9847195,253.397,3056.3379272482607
"MULTIPOLYGON (((148.205235039 -37.473110677,148.205219343 -37.4730827,148.205219342 -37.473051994,148.205229579 -37.473021288,148.205271203 -37.472961922,148.205345579 -37.472899146,148.205376285 -37.472884134,148.205404945 -37.472882087,148.205433604 -37.472893005,148.205455437 -37.472915523,148.205454755 -37.472940088,148.205419274 -37.473043806,148.205398803 -37.473082018,148.205370144 -37.473112041,148.205341484 -37.473128418,148.205313508 -37.473132511,148.205275978 -37.473129783,148.205235039 -37.473110677)))",Feb2010,+/- 5m,Aerial Imagery,Snowy River,2220506,Rural Storage,0.27586392,389.61802851,AllVicPoly271796,277215,Y,Y,-37.4731325,148.2052193,75.788,386.0463545018444
"MULTIPOLYGON (((144.864353501 -36.68488,144.8641925 -36.6849055,144.8640645 -36.684822,144.8639975 -36.6846825,144.864031001 -36.68455,144.864151 -36.684494501,144.8643045 -36.684507,144.864415501 -36.684566,144.8644655 -36.684671999,144.8644445 -36.6847955,144.864353501 -36.68488)))",2005,+/- 5m,Satellite imagery,Goulburn,4052102,Rural Storage,1.562849,1447.77288468,AllVicPoly107295,109271,Y,Y,-36.6849055,144.8639975,137.865,1444.6693775351464
"MULTIPOLYGON (((145.446089356 -37.538220743,145.446026937 -37.538157225,145.445994752 -37.538082162,145.446010488 -37.538046542,145.446067083 -37.538029374,145.446156607 -37.538051451,145.446219273 -37.53810303,145.44622928 -37.538162873,145.446213232 -37.538213416,145.446205055 -37.538246149,145.446130154 -37.538242179,145.446089356 -37.538220743)))",Dec2009,+/- 5m,Aerial Imagery,Yarra,2290017,Rural Storage,0.23723845,347.58355097,AllVicPoly371656,378003,Y,Y,-37.5382461,145.4459948,70.692,346.5386794964719
"MULTIPOLYGON (((143.740149561 -37.456214523,143.740120672 -37.456374166,143.740103948 -37.456413697,143.740082663 -37.4564334619999,143.740052254 -37.456442584,143.740008163 -37.456442584,143.739871326 -37.456424339,143.739839398 -37.456415217,143.739828754 -37.456401533,143.739824194 -37.456384809,143.739819633 -37.456355921,143.739865245 -37.456203881,143.739878929 -37.456173472,143.739894132 -37.456161309,143.739938224 -37.456149146,143.740043132 -37.456146105,143.740091785 -37.456159789,143.740119153 -37.456170432,143.740143479 -37.456191717,143.740149561 -37.456214523)))",Mar2010,+/- 5m,Aerial Imagery,Hopkins River,2360307,Rural Storage,0.69347706,782.75599767,AllVicPoly150852,153135,Y,Y,-37.4564426,143.7398196,103.693,782.2493939228611
"MULTIPOLYGON (((141.574075293 -37.810738807,141.573928436 -37.810739819,141.573874758 -37.810734755,141.573851464 -37.810728679,141.573830196 -37.810717538,141.573812977 -37.810698295,141.5738069 -37.810675,141.573825131 -37.810471427,141.57383931 -37.810443069,141.573855515 -37.810426864,141.573902104 -37.810408634,141.574015537 -37.810416736,141.574109728 -37.810422813,141.574137073 -37.810434966,141.57415024 -37.810469402,141.574152265 -37.810513965,141.574135048 -37.810672975,141.574133022 -37.810691205,141.574123907 -37.810713487,141.574105677 -37.810730704,141.574075293 -37.810738807)))",Mar2010,+/- 5m,Aerial Imagery,Glenelg,2380601,Rural Storage,0.95307206,995.72604687,AllVicPoly093396,95132,Y,Y,-37.8107398,141.5738069,117.982,996.4610142196447
"MULTIPOLYGON (((142.676187798 -38.306897041,142.676107849 -38.306881441,142.676074702 -38.306871692,142.676053251 -38.306840492,142.676051301 -38.306750795,142.676183464 -38.306158009,142.676256264 -38.305977747,142.676315195 -38.30586335,142.676439992 -38.30571082,142.677063977 -38.305149234,142.677448766 -38.304913506,142.677864757 -38.30473671,142.678599673 -38.304535649,142.678946331 -38.304521782,142.679462852 -38.304577248,142.679781777 -38.3046500459999,142.680190834 -38.304806042,142.680426561 -38.304927372,142.68062069 -38.305062569,142.680835618 -38.305291363,142.681064413 -38.305638022,142.681171877 -38.305967347,142.681192676 -38.30623774,142.681164943 -38.306504667,142.681095612 -38.306719595,142.680998547 -38.30693799,142.680790553 -38.307256916,142.680461227 -38.30760704,142.680201234 -38.307811569,142.679688179 -38.308092362,142.679268723 -38.308213692,142.678949797 -38.30828649,142.678492209 -38.308314223,142.678097019 -38.308328089,142.677715694 -38.308310757,142.677663695 -38.308289957,142.677646363 -38.308258758,142.677594364 -38.308005697,142.677493833 -38.307742237,142.677337837 -38.307513443,142.677150642 -38.30733318,142.676956513 -38.30719105,142.676779717 -38.307093986,142.676554389 -38.306993455,142.676353327 -38.30692759,142.676187798 -38.306897041)))",Mar2010,+/- 5m,Aerial Imagery,Hopkins River,2360322,Town Rural Storage,635.18356851,136539.24349275,,149625,N,N,-38.3083281,142.6760513,1367.939,136576.02759888957
"MULTIPOLYGON (((146.713515079 -36.13514697,146.713369222 -36.135066365,146.713325079 -36.135022223,146.713317402 -36.134998233,146.713323159 -36.134969446,146.713341392 -36.134937778,146.713395128 -36.134908989,146.713434473 -36.134905152,146.713498766 -36.13492914,146.713590887 -36.134996314,146.713613917 -36.1350251,146.713611038 -36.135041415,146.713595687 -36.135070204,146.713588009 -36.135098031,146.713585131 -36.135122021,146.713566898 -36.135141213,146.713543867 -36.13514889,146.713515079 -36.13514697)))",Dec2009,+/- 5m,Aerial Imagery,Ovens,4031101,Rural Storage,0.35287018,469.41762835,AllVicPoly250663,255798,Y,Y,-36.1351489,146.7133174,81.425,466.75254293872285
"MULTIPOLYGON (((144.636618696 -37.53827296,144.636435428 -37.538159811,144.636416303 -37.538147062,144.636382838 -37.538112002,144.636355746 -37.538078535,144.636349371 -37.538048256,144.636358933 -37.538013195,144.636368496 -37.537981323,144.636379651 -37.537951043,144.636370089 -37.537925546,144.636347778 -37.537904828,144.636320687 -37.537888891,144.63630953 -37.537864986,144.636319091 -37.53784905,144.63634459 -37.537834707,144.636376463 -37.537833114,144.636413116 -37.5378378939999,144.636456147 -37.537853832,144.636491206 -37.537861798,144.636529453 -37.537869766,144.636566107 -37.537858612,144.636607542 -37.537842675,144.636660132 -37.537828333,144.636865712 -37.537799647,144.637111134 -37.537790085,144.6371446 -37.537794866,144.637165317 -37.537809208,144.637173286 -37.537857018,144.637171692 -37.537888891,144.637252968 -37.538374953,144.637258269 -37.538478879,144.637277969 -37.538629942,144.63727196 -37.538654975,144.637260944 -37.538660984,144.637237914 -37.538658979,144.637201868 -37.53864396,144.637074565 -37.538556452,144.636618696 -37.53827296),(144.636567515 -37.538090415,144.636623599 -37.538103079,144.636667021 -37.538092223,144.636690541 -37.538081369,144.636701397 -37.538036139,144.636697779 -37.538014428,144.636686921 -37.537996336,144.636614554 -37.537967389,144.636553041 -37.537958343,144.636516856 -37.537958343,144.636495147 -37.537969198,144.636480673 -37.538001765,144.63648791 -37.538048803,144.636506003 -37.538070514,144.636567515 -37.538090415)))",Jan2009,+/- 5m,Aerial Imagery,Werribee,2310701,Rural Storage,7.12052492,4561.89353272,AllVicPoly375252,381795,Y,Y,-37.538661,144.6363095,362.801,4553.937448377714
"MULTIPOLYGON (((141.8950455 -35.0667955,141.894891999 -35.066846,141.8947975 -35.066786,141.8947485 -35.066561,141.894779 -35.066308,141.8951205 -35.066322,141.89513 -35.0665915,141.8950455 -35.0667955)))",2005,+/- 5m,Satellite imagery,Wimmera-Avon,414,Rural Storage,1.95413617,1714.51621936,AllVicPoly334736,340666,Y,N,-35.066846,141.8947485,164.544,1715.605170674325
"MULTIPOLYGON (((144.165311681 -37.573524447,144.165261546 -37.573511051,144.165256065 -37.573511056,144.165250707 -37.573510956,144.165245527 -37.573510704,144.165240601 -37.573510236,144.16518476 -37.573502972,144.165157665 -37.573489409,144.1651377 -37.573458892,144.165140551 -37.573426114,144.165150534 -37.573345865,144.165179056 -37.57328709,144.165207578 -37.573256573,144.165231821 -37.573235097,144.165270325 -37.573231707,144.165328794 -37.573239619,144.165382968 -37.573258205,144.165387078 -37.57325783,144.165391206 -37.57325789,144.165395184 -37.573258411,144.165402788 -37.573260416,144.165407043 -37.573261244,144.165411656 -37.573261854,144.165426407 -37.573263186,144.165450011 -37.573292742,144.165461419 -37.573315347,144.165462845 -37.573339083,144.165459993 -37.573360558,144.165457141 -37.573387684,144.165441455 -37.573413681,144.165420063 -37.573438547,144.165391541 -37.573466803,144.165339074 -37.573517022,144.165311681 -37.573524447)))",Mar2008,,LiDAR,Moorabool,2320012,Rural Storage,0.61026773,710.58079988,AllVicPoly228999,233199,Y,Y,-37.5735244,144.1651377,97.985,709.7836661231473
"MULTIPOLYGON (((142.991795236 -38.590176016,142.991832672 -38.59016532,142.991872781 -38.590162646,142.991910217 -38.59017869,142.991944978 -38.590232169,142.991944978 -38.590269605,142.991928934 -38.590312389,142.991891498 -38.59033378,142.991848715 -38.590339128,142.991808606 -38.590317737,142.991768497 -38.590282975,142.991749779 -38.590248213,142.9917578 -38.59020543,142.991795236 -38.590176016)))",,+/- 5m,Aerial Imagery,Otway Coast,2350803,Rural Storage,0.15382924,250.41738373,AllVicPoly249548,254653,Y,Y,-38.5903391,142.9917498,57.309,250.43250367241663
"MULTIPOLYGON (((143.3753085 -36.3666265,143.375300499 -36.366715001,143.3752815 -36.3667805,143.3752365 -36.366824,143.3751335 -36.3668415,143.374985 -36.366818499,143.3747005 -36.3667665,143.374647 -36.3667365,143.374629999 -36.3666669999999,143.374651499 -36.3665355,143.3746945 -36.3664985,143.374755 -36.3664785,143.374878 -36.366485,143.3751215 -36.366521,143.37522 -36.3665565,143.375282 -36.366587499,143.3753085 -36.3666265)))",2005,+/- 5m,Satellite imagery,Avoca,408,Rural Storage,2.24611962,1905.08005661,AllVicPoly010491,10575,Y,Y,-36.3668415,143.37463,167.155,1904.476407548657
"MULTIPOLYGON (((145.796196557 -38.346054335,145.796218893 -38.346084647,145.796223678 -38.346124531,145.796215702 -38.346166011,145.79620613 -38.3462122769999,145.796196557 -38.346247375,145.796156673 -38.346247375,145.796110407 -38.346236207,145.796060951 -38.346209085,145.796013091 -38.346177178,145.795997136 -38.34616282,145.795998731 -38.346124531,145.796017876 -38.346079862,145.796048188 -38.346030404,145.796072118 -38.346014451,145.796118384 -38.346009665,145.796139124 -38.34601126,145.796164651 -38.346028809,145.796196557 -38.346054335)))",Jan2009,+/- 5m,Aerial Imagery,Bunyip,2280403,Rural Storage,0.27695781,390.78674362,AllVicPoly060096,61486,Y,Y,-38.3462474,145.7959971,73.928,389.41006612888754
"MULTIPOLYGON (((144.237642304 -38.391116821,144.238046934 -38.3913023429999,144.23805973 -38.391326333,144.238059729 -38.391361518,144.238016546 -38.39142869,144.238006951 -38.391438286,144.23798616 -38.391438286,144.237605519 -38.391260761,144.237575133 -38.391227175,144.237571934 -38.391199986,144.237573533 -38.391175996,144.237586329 -38.391140811,144.237618314 -38.39111842,144.237642304 -38.391116821)))",,+/- 5m,Aerial Imagery,Otway Coast,2350928,Rural Storage,0.6120902,712.18624277,AllVicPoly244525,249566,Y,Y,-38.3914383,144.2375719,118.068,711.3319645557551
