B2,B3,B4,B8,class_3,class_2,.geo,Contributor
907.5,1138,1437,2348,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5926888103037,-37.92961115714276]}",AK
924.5,1133,1454,2207,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5926888103037,-37.92970098867117]}",AK
799,1040,1261,2073,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5934972940594,-37.92997048325641]}",AK
921.5,1173,1483,2426,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.59304813641737,-37.9291619995007]}",AK
806.5,1049,1298,2216,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5933176310026,-37.93015014631323]}",AK
830,1087,1348,2309,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5932277994742,-37.930239977841644]}",AK
997.5,1368,1849,2522,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5588223240924,-37.9403909405522]}",AK
995.5,1372,1870,2653,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55963080784812,-37.9403909405522]}",AK
990,1327,1803,2673,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55972063937654,-37.940480772080605]}",AK
1050,1397,1892,2578,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.558732492564,-37.940301109023785]}",AK
848.5,1094,1477,2289,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55891215562082,-37.94092992972267]}",AK
766.5,976.5,1372,2056,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55927148173447,-37.94066043513743]}",AK
1049,1347,1791,2672,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5595409763197,-37.940750266665844]}",AK
1028.5,1359,1872,2630,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55972063937654,-37.940750266665844]}",AK
1034,1419,1956,2619,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55864266103558,-37.940480772080605]}",AK
848,1171,1547,2331,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55891215562082,-37.94057060360902]}",AK
997.5,1368,1849,2522,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5588223240924,-37.9403909405522]}",AK
996,1294,1722,2659,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5595409763197,-37.94084009819426]}",AK
912.5,1236,1648,2444,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55891215562082,-37.9403909405522]}",AK
733.5,1019,1340,2142,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55900198714923,-37.94057060360902]}",AK
969.5,1264,1724,2563,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55972063937654,-37.9403909405522]}",AK
1050,1397,1892,2578,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.558732492564,-37.940301109023785]}",AK
943.5,1288,1736,2687,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5594511447913,-37.94110959277949]}",AK
1028.5,1359,1872,2630,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55972063937654,-37.940750266665844]}",AK
803,1077,1559,2269,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55909181867764,-37.94021127749537]}",AK
1003,1303,1806,2532,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.55927148173447,-37.941199424307904]}",AK
864,1086,1344,2151,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57283604252467,-37.937157005529365]}",AK
1150,1424,1891,2776,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5717580641837,-37.936977342472545]}",AK
1170,1441,1943,2702,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57265637946784,-37.93778582622825]}",AK
1033,1276,1606,2460,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5730157055815,-37.937157005529365]}",AK
949.5,1206,1598,2417,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57202755876895,-37.936977342472545]}",AK
1144,1326,1759,2618,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57256654793943,-37.93733666858619]}",AK
970.5,1168,1564,2437,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5722970533542,-37.937426500114604]}",AK
874,1076,1525,2385,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5723868848826,-37.93733666858619]}",AK
954,1142,1524,2345,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57193772724054,-37.93751633164301]}",AK
864,1086,1344,2151,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57274621099626,-37.937157005529365]}",AK
864,1086,1344,2151,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57283604252467,-37.937157005529365]}",AK
1054,1321,1714,2582,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57283604252467,-37.93733666858619]}",AK
893,1150,1395,2355,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57283604252467,-37.93724683705778]}",AK
980.5,1192,1562,2343,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57247671641102,-37.937157005529365]}",AK
1170,1441,1943,2702,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57265637946784,-37.93778582622825]}",AK
1033,1276,1606,2460,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5730157055815,-37.937157005529365]}",AK
907.5,1177,1488,2208,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5722970533542,-37.936977342472545]}",AK
1223,1486,1973,2791,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57283604252467,-37.937606163171424]}",AK
1161,1484,1947,2694,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5723868848826,-37.93778582622825]}",AK
898.5,1124,1472,2433,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.57184789571212,-37.937606163171424]}",AK
1073,1511,2212,3033,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64676739040772,-37.938863804569195]}",AK
1118,1550,2244,3164,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64730637957817,-37.93850447845554]}",AK
1106,1566,2303,3138,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.645958906652,-37.938145152341896]}",AK
1038,1516,2192,3065,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6468572219361,-37.93895363609761]}",AK
1061,1531,2187,3091,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64622840123724,-37.93823498387031]}",AK
1124,1588,2279,3204,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64694705346452,-37.93805532081348]}",AK
1217,1702,2439,3325,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64631823276565,-37.93850447845554]}",AK
1016,1351,1940,2880,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64640806429406,-37.93850447845554]}",AK
1093,1551,2254,3169,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.645958906652,-37.938414646927136]}",AK
1092,1561,2232,3161,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64676739040772,-37.93868414151237]}",AK
1073,1511,2212,3033,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64676739040772,-37.938863804569195]}",AK
1104,1561,2228,3133,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64703688499293,-37.93832481539872]}",AK
1136,1603,2342,3252,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64694705346452,-37.93850447845554]}",AK
1128,1577,2243,3063,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6466775588793,-37.938594309983955]}",AK
1104,1578,2282,3160,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64586907512358,-37.938145152341896]}",AK
1038,1516,2192,3065,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6468572219361,-37.93895363609761]}",AK
1094,1556,2243,3111,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64613856970882,-37.93805532081348]}",AK
1050,1491,2143,3019,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64676739040772,-37.93832481539872]}",AK
1084,1568,2218,3180,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.64613856970882,-37.938863804569195]}",AK
1071,1496,2189,3093,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6468572219361,-37.939043467626014]}",AK
791,1110,1614,2982,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89847533301798,-37.80483516417856]}",AK
821,1188,1773,2932,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8985651645464,-37.80420634347968]}",AK
958,1331,1842,3003,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89901432218846,-37.80420634347968]}",AK
923.5,1266,1822,2954,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8992838167737,-37.80429617500809]}",AK
756,1120,1684,2850,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89892449066005,-37.80501482723538]}",AK
752,1071,1381,2698,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89883465913164,-37.80456566959332]}",AK
915,1256,1717,2854,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8991939852453,-37.80456566959332]}",AK
639,962,1261,2245,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89901432218846,-37.80456566959332]}",AK
783.5,1113,1606,2997,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89847533301798,-37.80465550112174]}",AK
736,1071,1594,2878,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8986549960748,-37.80483516417856]}",AK
791,1110,1614,2982,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89847533301798,-37.80483516417856]}",AK
968.5,1289,1818,2875,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8992838167737,-37.80447583806491]}",AK
888.5,1221,1733,2815,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89910415371688,-37.8043860065365]}",AK
899,1280,1873,2979,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89874482760322,-37.80474533265015]}",AK
975,1369,1831,3116,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89901432218846,-37.804116511951264]}",AK
818.5,1134,1630,3003,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89838550148957,-37.80483516417856]}",AK
898,1294,1874,2965,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89955331135894,-37.80483516417856]}",AK
639,962,1261,2245,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89901432218846,-37.80456566959332]}",AK
922.5,1251,1740,2868,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8991939852453,-37.80429617500809]}",AK
892,1186,1642,2696,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89937364830212,-37.80519449029221]}",AK
895,1208,1651,3457,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89200746297234,-37.804116511951264]}",AK
1050,1349,1903,2970,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8926362836712,-37.80465550112174]}",AK
1034,1365,1817,2928,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8932651043701,-37.80402668042285]}",AK
1035,1391,1933,2927,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89299560978486,-37.80375718583762]}",AK
1085,1507,2061,3149,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89272611519962,-37.80420634347968]}",AK
777,1027.5,1234,3133,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89191763144393,-37.80384701736603]}",AK
754,1018,1341,2840,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89227695755756,-37.80393684889444]}",AK
895,1208,1651,3457,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89200746297234,-37.804116511951264]}",AK
1064,1391,1947,3467,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89209729450076,-37.80429617500809]}",AK
948.5,1282,1770,3379,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89218712602917,-37.80420634347968]}",AK
880.5,1190,1647,3455,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89209729450076,-37.804116511951264]}",AK
754,1018,1341,2840,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89227695755756,-37.80393684889444]}",AK
773,1096,1596,2701,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8925464521428,-37.80375718583762]}",AK
804,1146,1583,2966,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89236678908597,-37.80402668042285]}",AK
1021.5,1332,1877,3019,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89335493589851,-37.804116511951264]}",AK
906.5,1233,1697,3450,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89191763144393,-37.804116511951264]}",AK
537.5,803.5,1118,2825,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89191763144393,-37.80393684889444]}",AK
954,1285,1782,3549,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89182779991552,-37.804116511951264]}",AK
996,1327,1907,2937,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8926362836712,-37.80456566959332]}",AK
1037,1355,1882,3526,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89182779991552,-37.8043860065365]}",AK
935.5,1328,1812,2945,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89497190340992,-37.80043341928637]}",AK
808,1144,1617,2547,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89461257729627,-37.79953510400225]}",AK
941.5,1279,1757,2918,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89425325118262,-37.80016392470114]}",AK
943.5,1331,1818,2906,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8948820718815,-37.800523250814784]}",AK
915,1242,1705,2941,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89524139799516,-37.79998426164431]}",AK
982.5,1340,1835,3144,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89470240882468,-37.800074093172725]}",AK
970.5,1362,1859,3089,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89470240882468,-37.800343587757965]}",AK
943.5,1331,1818,2906,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8948820718815,-37.800523250814784]}",AK
836,1140,1579,2639,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8955108925804,-37.799894430115906]}",AK
891,1253,1805,2898,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89497190340992,-37.80025375622955]}",AK
970.5,1352,1855,2988,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8948820718815,-37.80043341928637]}",AK
970.5,1362,1859,3089,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89470240882468,-37.800343587757965]}",AK
1007.5,1389,1870,3071,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8948820718815,-37.800343587757965]}",AK
983.5,1365,1894,3150,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8948820718815,-37.80016392470114]}",AK
941.5,1279,1757,2918,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89425325118262,-37.80016392470114]}",AK
937.5,1312,1778,2879,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89497190340992,-37.800523250814784]}",AK
905.5,1249,1647,2820,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89533122952358,-37.800343587757965]}",AK
951.5,1303,1792,3067,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8947922403531,-37.800074093172725]}",AK
819,1158,1558,2668,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.895421061052,-37.79971476705908]}",AK
872.5,1236,1771,2772,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89425325118262,-37.79998426164431]}",AK
561,838.5,1252,2111,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88868369642108,-37.79935544094543]}",AK
838,1211,1527,2793,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88868369642108,-37.800074093172725]}",AK
572.5,860,1296,2063,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88922268559156,-37.80016392470114]}",AK
605,929,1246,2360,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88976167476204,-37.799085946360194]}",AK
700,998.5,1424,2398,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88841420183584,-37.79899611483178]}",AK
727,1038,1435,2493,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89003116934728,-37.79971476705908]}",AK
537,841,1285,1984,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88913285406315,-37.80025375622955]}",AK
743.5,1126,1618,2594,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8894023486484,-37.8006130823432]}",AK
688,913.5,1258,2384,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88859386489267,-37.798906283303374]}",AK
583,870,1202,2162,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88868369642108,-37.799624935530666]}",AK
584.5,895,1304,2096,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8887735279495,-37.79953510400225]}",AK
620.5,900.5,1322,2120,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88904302253474,-37.80016392470114]}",AK
761.5,930.5,1255,2089,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88985150629046,-37.79944527247384]}",AK
779.5,1134,1485,2617,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8888633594779,-37.800343587757965]}",AK
728.5,1063,1553,2396,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8894023486484,-37.800523250814784]}",AK
694.5,966,1228,2472,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88850403336426,-37.79953510400225]}",AK
625.5,960,1252,2680,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88985150629046,-37.80097240845684]}",AK
770,1084,1386,2581,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8903006639325,-37.79944527247384]}",AK
528.5,840,1065,2345,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88967184323363,-37.79899611483178]}",AK
665,888.5,1190,1870,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88985150629046,-37.79953510400225]}",AK
801.5,1138,1395,2718,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8878752126654,-37.79953510400225]}",AK
878.5,1255,1827,3080,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88679723432443,-37.79917577788861]}",AK
830,1104,1380,2712,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88760571808015,-37.79980459858749]}",AK
808,1165,1758,2965,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88706672890967,-37.79881645177496]}",AK
847,1170,1695,2787,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8871565604381,-37.79872662024655]}",AK
783.5,1081,1451,2469,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88769554960857,-37.79899611483178]}",AK
864,1200,1764,2899,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88760571808015,-37.79872662024655]}",AK
819.5,1177,1723,3046,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8878752126654,-37.79872662024655]}",AK
777.5,1050.5,1328,2640,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88778538113698,-37.799624935530666]}",AK
826.5,1160,1574,2657,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88778538113698,-37.79944527247384]}",AK
828.5,1135,1498,2784,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88778538113698,-37.79953510400225]}",AK
895.5,1212,1729,2867,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88760571808015,-37.79881645177496]}",AK
846.5,1171,1694,2704,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8873362234949,-37.798906283303374]}",AK
708,990.5,1318,2273,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88769554960857,-37.79935544094543]}",AK
877,1191,1654,2912,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88742605502333,-37.79980459858749]}",AK
798,1086,1356,2666,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8878752126654,-37.79971476705908]}",AK
797,1141,1646,2724,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88814470725063,-37.79899611483178]}",AK
816.5,1126,1595,2876,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8879650441938,-37.79872662024655]}",AK
847,1282,1760,2814,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88742605502333,-37.79935544094543]}",AK
856,1130,1552,2780,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8872463919665,-37.79971476705908]}",AK
1047,1441,2147,3351,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88401245694368,-37.80636230016157]}",AK
1030,1425,2049,3257,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8835632993016,-37.806002974047914]}",AK
1111,1500,2162,3514,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88374296235844,-37.80627246863315]}",AK
1053,1436,2140,3358,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88392262541527,-37.80636230016157]}",AK
1070,1511,2242,3411,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88446161458572,-37.80627246863315]}",AK
970.5,1385,2059,3177,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88428195152892,-37.80537415334903]}",AK
1034,1463,2202,3433,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88401245694368,-37.80573347946268]}",AK
1021.5,1440,2134,3336,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88401245694368,-37.805553816405855]}",AK
1044,1449,2132,3263,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88446161458572,-37.805553816405855]}",AK
1045,1470,2168,3336,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841022884721,-37.80627246863315]}",AK
1035,1474,2206,3379,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88401245694368,-37.80627246863315]}",AK
1034,1463,2202,3433,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841022884721,-37.80573347946268]}",AK
1042,1484,2232,3417,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841022884721,-37.8059131425195]}",AK
1008,1460,2163,3289,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8841921200005,-37.80609280557633]}",AK
1114,1506,2166,3505,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88365313083003,-37.80627246863315]}",AK
1009,1413,2110,3288,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88392262541527,-37.80645213168997]}",AK
1042,1476,2194,3400,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88383279388685,-37.80609280557633]}",AK
1020,1440,2132,3343,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88401245694368,-37.80546398487744]}",AK
1073,1512,2262,3431,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88473110917096,-37.80636230016157]}",AK
1121,1517,2232,3432,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8850006037562,-37.80609280557633]}",AK
804.5,1141,1617,3542,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88679723432443,-37.8066317947468]}",AK
1007.5,1380,1868,3866,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8873362234949,-37.80753011003092]}",AK
901,1233,1832,4124,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8878752126654,-37.806991120860445]}",AK
810,1154,1607,3427,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88670740279602,-37.8066317947468]}",AK
846,1191,1762,3203,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8873362234949,-37.806991120860445]}",AK
891,1206,1812,3938,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88688706585285,-37.807440278502504]}",AK
925,1296,1936,3801,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88679723432443,-37.80717078391727]}",AK
956,1287,1913,3677,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88688706585285,-37.8073504469741]}",AK
857.5,1175,1782,3812,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88751588655174,-37.8066317947468]}",AK
758,1118,1552,3578,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88688706585285,-37.806811457803626]}",AK
804.5,1108,1631,3784,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88688706585285,-37.8066317947468]}",AK
925,1296,1936,3801,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88679723432443,-37.80717078391727]}",AK
785,1200,1831,3320,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88679723432443,-37.806991120860445]}",AK
817.5,1182,1680,3163,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88706672890967,-37.806811457803626]}",AK
901,1233,1832,4124,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8878752126654,-37.806991120860445]}",AK
853.5,1201,1694,3401,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88670740279602,-37.806541963218386]}",AK
914,1311,1999,3830,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8866175712676,-37.80717078391727]}",AK
869,1289,1843,3502,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88697689738126,-37.80708095238886]}",AK
817.5,1192,1777,4278,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88769554960857,-37.807260615445685]}",AK
952.5,1278,1916,3633,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88670740279602,-37.807440278502504]}",AK
1718,2425,3474,4746,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88985150629046,-37.8119318549231]}",AK
1491,2155,3168,4266,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88976167476204,-37.81175219186628]}",AK
640.5,900.5,1131,2395,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88895319100632,-37.81256067562199]}",AK
1152,1679,2327,3775,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8894023486484,-37.812291181036755]}",AK
1278,1836,2643,3711,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8901210008757,-37.81238101256516]}",AK
