B2,B3,B4,B8,class_3,class_2,.geo,Contributor
1147,1699,2286,3509,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8888633594779,-37.81238101256516]}",AK
1235,1665,2472,3517,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88958201170522,-37.81211151797993]}",AK
1067,1538,2200,3301,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8894921801768,-37.81220134950834]}",AK
658.5,960.5,1248,2464,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88931251711998,-37.8126505071504]}",AK
1669,2315,3293,4522,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88976167476204,-37.812021686451516]}",AK
1683,2416,3424,4752,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88994133781887,-37.8119318549231]}",AK
1631,2307,3289,4496,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8894023486484,-37.81211151797993]}",AK
1473,2044,2985,4102,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88913285406315,-37.812291181036755]}",AK
1241,1756,2532,3661,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88976167476204,-37.81211151797993]}",AK
640.5,900.5,1131,2395,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88895319100632,-37.81256067562199]}",AK
1663,2351,3385,4638,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89003116934728,-37.81184202339469]}",AK
1309,1849,2690,3743,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8903006639325,-37.812291181036755]}",AK
689,1075,1390,2393,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.88895319100632,-37.8126505071504]}",AK
648.5,977.5,1321,2378,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89003116934728,-37.812740338678815]}",AK
1357,1912,2779,3888,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8903904954609,-37.81238101256516]}",AK
858.5,1230,1812,3159,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89344476742693,-37.808248762258216]}",AK
576.5,916,1438,2592,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89362443048375,-37.80941657212757]}",AK
839.5,1105,1535,3150,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89380409354058,-37.80797926767298]}",AK
826,1176,1755,3168,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89344476742693,-37.80797926767298]}",AK
686.5,1055,1464,3001,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89362443048375,-37.808877582957095]}",AK
784,1141,1732,2982,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89299560978486,-37.808697919900276]}",AK
753,1120,1713,3014,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89308544131327,-37.80896741448551]}",AK
768,1131,1742,3036,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89290577825645,-37.80896741448551]}",AK
832.5,1171,1669,3208,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89371426201217,-37.80806909920139]}",AK
858.5,1230,1812,3159,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89344476742693,-37.808248762258216]}",AK
847,1222,1824,3175,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89353459895534,-37.8081589307298]}",AK
792.5,1166,1749,2944,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89371426201217,-37.80833859378663]}",AK
870,1262,1849,3180,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8931752728417,-37.80833859378663]}",AK
806,1122,1706,2849,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89362443048375,-37.80833859378663]}",AK
839.5,1105,1535,3150,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89380409354058,-37.80797926767298]}",AK
885,1218,1783,3214,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89353459895534,-37.80797926767298]}",AK
583.5,921,1403,2629,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89344476742693,-37.809147077542335]}",AK
771.5,1119,1712,2934,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8932651043701,-37.80851825684345]}",AK
768.5,1033,1496,2851,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.893893925069,-37.80851825684345]}",AK
669,969.5,1348,2920,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.89371426201217,-37.808697919900276]}",AK
646,880.5,1212,2299,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90036179511463,-37.81363865396293]}",AK
577,851.5,1305,2095,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9014397734556,-37.81309966479246]}",AK
771.5,935.5,1285,2190,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90009230052942,-37.813458990906106]}",AK
639,910.5,1177,2237,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9001821320578,-37.81363865396293]}",AK
494.5,720.5,944,2135,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9009007842851,-37.81363865396293]}",AK
758,1001,1381,2315,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90063128969987,-37.813189496320874]}",AK
597.5,901.5,1222,2354,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90108044734194,-37.81336915937769]}",AK
753,926,1431,2066,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90117027887035,-37.813728485491346]}",AK
717.5,984.5,1322,2341,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90063128969987,-37.812920001735634]}",AK
632,911.5,1312,2164,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90045162664305,-37.81354882243452]}",AK
712.5,958,1256,2162,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90036179511463,-37.81354882243452]}",AK
730.5,1020.5,1358,2400,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9008109527567,-37.812920001735634]}",AK
757.5,951.5,1259,2135,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90036179511463,-37.813458990906106]}",AK
722,1071,1351,2266,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90054145817146,-37.81336915937769]}",AK
675,816.5,1190,2044,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.900002469001,-37.81336915937769]}",AK
639,910.5,1177,2237,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9001821320578,-37.81363865396293]}",AK
430,606,804,2233,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90134994192718,-37.81354882243452]}",AK
671.5,977.5,1313,2288,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9007211212283,-37.81283017020722]}",AK
582.5,825.5,1185,1981,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.90009230052942,-37.81309966479246]}",AK
496,694,910,2547,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9008109527567,-37.813908148548165]}",AK
1077,1348,1739,2355,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72069873829074,-37.891881915209744]}",AK
681.5,1006.5,1319,3222,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72060890676232,-37.89251073590862]}",AK
925.5,1186,1603,2583,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7196207599498,-37.89206157826656]}",AK
1031.5,1304,1679,2292,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72087840134756,-37.891881915209744]}",AK
967.5,1521,2121,3296,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7205190752339,-37.8923310728518]}",AK
974.5,1230,1705,2639,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.71989025453504,-37.89170225215292]}",AK
793,1113,1421,2442,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72015974912026,-37.89170225215292]}",AK
974.5,1230,1705,2639,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.71989025453504,-37.89170225215292]}",AK
872.5,1391,1927,2998,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7204292437055,-37.89242090438022]}",AK
1067,1325,1708,2340,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72060890676232,-37.891881915209744]}",AK
1049,1337,1745,2382,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72069873829074,-37.89197174673815]}",AK
793,1113,1421,2442,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72015974912026,-37.89170225215292]}",AK
886.5,1129,1532,2251,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72033941217708,-37.89179208368133]}",AK
970.5,1249,1685,2330,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7204292437055,-37.89206157826656]}",AK
997,1267,1705,2620,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7195309284214,-37.89206157826656]}",AK
1031.5,1304,1679,2292,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72087840134756,-37.891881915209744]}",AK
880,1191,1479,2620,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72024958064867,-37.89152258909609]}",AK
768,1043,1356,2163,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72024958064867,-37.891881915209744]}",AK
731,1156,1539,2306,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72015974912026,-37.89215140979498]}",AK
698.5,1049.5,1320,2121,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.71989025453504,-37.89251073590862]}",AK
1051,1361,1803,2531,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72033941217708,-37.892870062022276]}",AK
1013.5,1301,1790,2561,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72087840134756,-37.89224124132339]}",AK
1152,1453,1862,2556,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72006991759184,-37.893049725079095]}",AK
1085,1373,1791,2464,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72033941217708,-37.893049725079095]}",AK
959,1391,1853,2590,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.71971059147822,-37.89242090438022]}",AK
982.5,1330,1817,2700,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72069873829074,-37.89224124132339]}",AK
984.5,1267,1691,2323,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.71989025453504,-37.89278023049386]}",AK
873,1170,1563,2245,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7196207599498,-37.89269039896545]}",AK
1020,1282,1683,2335,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72060890676232,-37.89215140979498]}",AK
1029,1350,1829,2530,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72033941217708,-37.89278023049386]}",AK
1051,1361,1803,2531,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72033941217708,-37.892870062022276]}",AK
1031,1293,1719,2386,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.71998008606346,-37.89278023049386]}",AK
954,1317,1739,2581,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7205190752339,-37.892600567437036]}",AK
928,1428,1910,2585,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72024958064867,-37.89269039896545]}",AK
1152,1453,1862,2556,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72006991759184,-37.893049725079095]}",AK
1085,1373,1791,2464,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72033941217708,-37.893049725079095]}",AK
954,1552,2077,2715,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.71980042300663,-37.8923310728518]}",AK
954,1317,1739,2581,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7205190752339,-37.892600567437036]}",AK
779,1119,1498,2285,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72006991759184,-37.89206157826656]}",AK
882,1212,1558,2255,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.71971059147822,-37.892870062022276]}",AK
788,1036,1344,2112,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72662761916592,-37.910926199233074]}",AK
807,1010,1352,2058,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72689711375116,-37.9103872100626]}",AK
935,1160,1466,2292,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7264479561091,-37.91101603076149]}",AK
991,1278,1672,2608,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7278852605637,-37.910746536176255]}",AK
1152,1420,1876,2876,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72689711375116,-37.91146518840355]}",AK
407,721,835,2986,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72734627139323,-37.9111058622899]}",AK
891,1100,1412,2902,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7271666083364,-37.911195693818314]}",AK
407,721,835,2986,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72734627139323,-37.9111058622899]}",AK
918,1068,1466,2170,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72662761916592,-37.910746536176255]}",AK
1076,1390,1764,2792,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72761576597847,-37.910926199233074]}",AK
836,1142,1494,2234,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72671745069434,-37.910926199233074]}",AK
803,1044,1316,3098,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72743610292164,-37.9111058622899]}",AK
1076,1390,1764,2792,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72761576597847,-37.910926199233074]}",AK
1044,1526,1884,2648,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72698694527958,-37.910926199233074]}",AK
977,1212,1564,2330,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7264479561091,-37.910926199233074]}",AK
899,1122,1468,2216,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7265377876375,-37.910926199233074]}",AK
478,727,834,2894,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7277954290353,-37.91101603076149]}",AK
1310,1552,1976,2964,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7271666083364,-37.91146518840355]}",AK
824,1120,1548,2244,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7271666083364,-37.910746536176255]}",AK
1094,1376,1752,2990,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7271666083364,-37.91155501993196]}",AK
590,870.5,1220,2979,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72770559750688,-37.893498882721154]}",AK
1091,1516,1880,2924,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7277954290353,-37.893319219664335]}",AK
530,815.5,1155,2277,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7279750920921,-37.894307366476866]}",AK
958.5,1306,1698,3152,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72770559750688,-37.893319219664335]}",AK
1099,1409,1911,2791,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72743610292164,-37.89340905119275]}",AK
976,1192,1557,2150,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.727076776808,-37.894037871891626]}",AK
402,648.5,700,3032,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72815475514892,-37.89367854577798]}",AK
859,1057,1425,2815,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72833441820575,-37.89385820883481]}",AK
456.5,648,725.5,2595,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72815475514892,-37.894037871891626]}",AK
896,1155,1557,2402,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72761576597847,-37.89358871424957]}",AK
590,870.5,1220,2979,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72770559750688,-37.893498882721154]}",AK
658.5,989,1236,2908,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7279750920921,-37.89367854577798]}",AK
1147,1431,1884,2623,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72734627139323,-37.89367854577798]}",AK
894.5,1197,1613,2521,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7277954290353,-37.89367854577798]}",AK
970.5,1206,1657,2338,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7277954290353,-37.89439719800528]}",AK
958.5,1306,1698,3152,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72770559750688,-37.893319219664335]}",AK
819,1106,1495,2666,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72833441820575,-37.893768377306394]}",AK
1198,1558,2040,2844,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72743610292164,-37.89385820883481]}",AK
983,1202,1552,2183,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7271666083364,-37.89412770342004]}",AK
439,616.5,690.5,2644,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72824458667733,-37.89421753494845]}",AK
822,1157,1464,2606,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72752593445006,-37.88622252891979]}",AK
709.5,912.5,1307,2094,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72662761916592,-37.88774966490279]}",AK
1171,1441,1774,2404,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72599879846703,-37.88721067573232]}",AK
957,1277,1727,2536,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72761576597847,-37.886132697391375]}",AK
910.5,1160,1541,2210,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72689711375116,-37.88649202350503]}",AK
772.5,1024.5,1434,2497,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72725643986482,-37.88694118114709]}",AK
1254,1768,2197,2824,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72698694527958,-37.88748017031756]}",AK
729,1013.5,1433,2222,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72671745069434,-37.88765983337438]}",AK
773.5,1076,1500,2258,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7265377876375,-37.887570001845965]}",AK
689,906,1303,2073,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72743610292164,-37.8863123604482]}",AK
525,706.5,992,2438,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72752593445006,-37.8863123604482]}",AK
730,1070,1444,2268,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7271666083364,-37.887120844203906]}",AK
768.5,1040,1479,2396,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72743610292164,-37.88649202350503]}",AK
445.5,699,939,2150,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7271666083364,-37.88676151809026]}",AK
1171,1441,1774,2404,1,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.72599879846703,-37.88721067573232]}",AK
