system:index,B2,B3,B4,B8,class,.geo
00000000000000000002_13_0,946.0,1290.0,1376.0,2448.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.43828213580912,-38.22461789644761]}"
00000000000000000002_14_0,858.0,1080.0,968.0,2648.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.438910956508,-38.22632469548744]}"
00000000000000000002_15_0,697.0,807.0,973.0,1406.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.43468887467264,-38.22578570631697]}"
00000000000000000002_16_0,628.0,747.0,927.0,1370.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4381923042807,-38.225695874788556]}"
00000000000000000002_17_0,910.0,803.0,1009.0,3060.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.43855163039436,-38.22434840186238]}"
00000000000000000002_18_0,796.0,901.0,1058.0,2322.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4388211249796,-38.227043347714734]}"
00000000000000000002_19_0,602.0,864.0,1062.0,1676.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.43792280969546,-38.22623486395903]}"
00000000000000000003_0_0,985.0,1180.0,1396.0,1800.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44214489153083,-38.2388112779367]}"
00000000000000000003_1_0,617.0,829.0,951.0,1346.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44313303834338,-38.235397679857044]}"
00000000000000000003_2_0,801.0,988.0,1034.0,1676.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44376185904224,-38.23692481584005]}"
00000000000000000003_3_0,1192.0,1488.0,1600.0,1852.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44052792401942,-38.23988925627764]}"
00000000000000000003_4_0,781.0,1030.0,1068.0,2094.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4441211851559,-38.23629599514117]}"
00000000000000000003_5_0,664.0,808.0,900.0,1354.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44591781572413,-38.23674515278323]}"
00000000000000000003_6_0,1302.0,1576.0,1712.0,2354.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4425940491729,-38.237104478896875]}"
00000000000000000003_7_0,1476.0,1902.0,2142.0,2164.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44277371222972,-38.2357570059707]}"
00000000000000000003_8_0,5708.0,5864.0,5580.0,5132.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4413364077751,-38.23935026710717]}"
00000000000000000003_9_0,810.0,1200.0,1562.0,2684.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44223472305924,-38.237104478896875]}"
00000000000000000003_10_0,959.0,1192.0,1556.0,2232.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44214489153083,-38.23872144640829]}"
00000000000000000003_11_0,990.0,1372.0,1520.0,1984.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.443492364457,-38.23746380501052]}"
00000000000000000003_12_0,874.0,1162.0,1566.0,2396.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44331270140017,-38.23872144640829]}"
00000000000000000003_13_0,1021.0,1262.0,1526.0,1676.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44331270140017,-38.2357570059707]}"
00000000000000000003_14_0,857.0,929.0,1054.0,1070.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44537882655365,-38.23647565819799]}"
00000000000000000003_15_0,935.0,1152.0,1344.0,1484.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.44061775554783,-38.23970959322082]}"
00000000000000000003_16_0,908.0,1048.0,1238.0,1670.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4441211851559,-38.236655321254815]}"
00000000000000000003_17_0,993.0,1158.0,1210.0,1346.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4434025329286,-38.23530784832864]}"
00000000000000000003_18_0,1152.0,1528.0,1890.0,2156.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4457381526673,-38.237104478896875]}"
00000000000000000003_19_0,771.0,1124.0,1174.0,1966.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.4442110166843,-38.2372841419537]}"
00000000000000000004_0_0,962.0,1028.0,1208.0,1512.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51374061967516,-38.195332818185314]}"
00000000000000000004_1_0,2024.0,2040.0,2242.0,3082.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.52299326710158,-38.196320964997845]}"
00000000000000000004_2_0,1028.0,1224.0,1158.0,2480.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51841185915256,-38.195871807355786]}"
00000000000000000004_3_0,896.0,1172.0,1218.0,1886.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5140101142604,-38.197758269452436]}"
00000000000000000004_4_0,950.0,1302.0,1614.0,2796.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51194398910692,-38.1914700624636]}"
00000000000000000004_5_0,628.0,747.0,902.0,1360.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51418977731723,-38.1899429264806]}"
00000000000000000004_6_0,518.0,712.0,921.0,2156.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51167449452169,-38.19362601914549]}"
00000000000000000004_7_0,722.0,816.0,1086.0,1936.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.50978803242504,-38.192548040804546]}"
00000000000000000004_8_0,539.0,655.0,825.0,1812.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51607623941388,-38.1914700624636]}"
00000000000000000004_9_0,538.0,696.0,789.0,1510.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51140499993645,-38.19407517678755]}"
00000000000000000004_10_0,830.0,1112.0,1096.0,1848.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51365078814675,-38.1952429866569]}"
00000000000000000004_11_0,673.0,852.0,1044.0,2468.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51302196744786,-38.19290736691819]}"
00000000000000000004_12_0,703.0,1020.0,1012.0,2234.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51472876648768,-38.19398534525914]}"
00000000000000000004_13_0,767.0,865.0,955.0,2206.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51041685312393,-38.19191922010566]}"
00000000000000000004_14_0,954.0,1232.0,1386.0,2116.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5171542177548,-38.19766843792403]}"
00000000000000000004_15_0,745.0,993.0,1556.0,2664.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51374061967516,-38.197578606395616]}"
00000000000000000004_16_0,641.0,1158.0,951.0,2270.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5185915222094,-38.196320964997845]}"
00000000000000000004_17_0,616.0,745.0,824.0,1272.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.50978803242504,-38.191559893992014]}"
00000000000000000004_18_0,664.0,933.0,895.0,1400.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51517792412974,-38.19766843792403]}"
00000000000000000004_19_0,991.0,1120.0,1282.0,2382.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5170643862264,-38.1959616388842]}"
00000000000000000005_0_0,912.0,1184.0,1470.0,2518.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51427960884564,-38.1816784258667]}"
00000000000000000005_1_0,897.0,1084.0,1230.0,2244.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5102371900671,-38.18509202394635]}"
00000000000000000005_2_0,913.0,1244.0,1544.0,2348.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51086601076597,-38.182936067264464]}"
00000000000000000005_3_0,822.0,1112.0,1218.0,2664.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51688472316957,-38.18122926822464]}"
00000000000000000005_4_0,999.0,1206.0,1460.0,2576.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.50996769548186,-38.18338522490652]}"
00000000000000000005_5_0,342.0,670.0,606.0,2770.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.50853039102725,-38.181858088923526]}"
00000000000000000005_6_0,989.0,1021.0,1158.0,1946.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51230331522058,-38.18338522490652]}"
00000000000000000005_7_0,1496.0,1682.0,2046.0,2698.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51086601076597,-38.18491236088953]}"
00000000000000000005_8_0,998.0,1150.0,1282.0,2218.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5156270817718,-38.18140893128146]}"
00000000000000000005_9_0,817.0,1009.0,1338.0,2510.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51275247286262,-38.18356488796335]}"
00000000000000000005_10_0,708.0,901.0,1046.0,2000.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51418977731723,-38.18176825739511]}"
00000000000000000005_11_0,933.0,1278.0,1738.0,3020.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51158466299327,-38.182486909622405]}"
00000000000000000005_12_0,907.0,1320.0,1284.0,2644.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51293213591944,-38.181049605167814]}"
00000000000000000005_13_0,619.0,691.0,928.0,1344.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.51032702159551,-38.18446320324747]}"
00000000000000000005_14_0,606.0,989.0,1204.0,3492.0,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.5088897171409,-38.182486909622405]}"
