system:index,B2,B3,B4,B8,class,.geo
1_00000000000000000004_7_0,3679.0,3763.0,3924.0,4224.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3510831674122,-27.55362046792023]}"
1_00000000000000000004_8_0,4176.0,4331.0,4364.0,4714.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3500950205997,-27.55326114180658]}"
1_00000000000000000004_9_0,3719.0,3930.0,3839.0,4455.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35072384129856,-27.553530636391816]}"
1_00000000000000000004_10_0,3783.0,3743.0,3800.0,4335.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3501848521281,-27.55362046792023]}"
1_00000000000000000004_11_0,3207.0,3219.0,3197.0,3772.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35045434671335,-27.553889962505465]}"
1_00000000000000000004_12_0,4165.0,3888.0,3786.0,4689.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35000518907128,-27.553889962505465]}"
1_00000000000000000004_13_0,3129.0,3338.0,3354.0,4021.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3510831674122,-27.553800130977052]}"
1_00000000000000000004_14_0,3046.0,2964.0,3005.0,3774.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35144249352587,-27.5541594570907]}"
1_00000000000000000004_15_0,4251.0,4233.0,4302.0,4694.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34991535754287,-27.55326114180658]}"
1_00000000000000000004_16_0,3690.0,3778.0,3773.0,4288.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3493763683724,-27.553979794033875]}"
1_00000000000000000004_17_0,3509.0,3632.0,3916.0,4090.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35117299894063,-27.55371029944864]}"
1_00000000000000000004_18_0,3940.0,3834.0,3673.0,4517.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3494661999008,-27.55424928861911]}"
1_00000000000000000004_19_0,3046.0,2964.0,3005.0,3774.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.35144249352587,-27.5541594570907]}"
1_00000000000000000005_0_0,2411.0,2423.0,2376.0,3264.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34892721073032,-27.554788277789584]}"
1_00000000000000000005_1_0,2897.0,2993.0,3114.0,3868.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34856788461667,-27.55424928861911]}"
1_00000000000000000005_2_0,2748.0,2890.0,2986.0,3972.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34865771614508,-27.55424928861911]}"
1_00000000000000000005_3_0,2403.0,2374.0,2331.0,3772.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34901704225874,-27.554878109317997]}"
1_00000000000000000005_4_0,2406.0,2432.0,2485.0,3300.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3487475476735,-27.554428951675938]}"
1_00000000000000000005_5_0,2246.0,2269.0,2293.0,2999.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3488373792019,-27.554518783204347]}"
1_00000000000000000005_6_0,2306.0,2256.0,2250.0,2811.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3488373792019,-27.55460861473276]}"
1_00000000000000000005_7_0,2383.0,2449.0,2505.0,3762.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34865771614508,-27.554518783204347]}"
1_00000000000000000005_8_0,2299.0,2292.0,2311.0,3347.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3487475476735,-27.55460861473276]}"
1_00000000000000000005_9_0,2323.0,2345.0,2373.0,3226.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3487475476735,-27.554518783204347]}"
1_00000000000000000005_10_0,2411.0,2423.0,2376.0,3264.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34892721073032,-27.554788277789584]}"
1_00000000000000000005_11_0,2306.0,2256.0,2250.0,2811.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3488373792019,-27.55460861473276]}"
1_00000000000000000005_12_0,2364.0,2328.0,2271.0,3118.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34892721073032,-27.55469844626117]}"
1_00000000000000000005_13_0,2383.0,2449.0,2505.0,3762.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34865771614508,-27.554518783204347]}"
1_00000000000000000005_14_0,2748.0,2890.0,2986.0,3972.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34865771614508,-27.55424928861911]}"
1_00000000000000000005_15_0,2403.0,2374.0,2331.0,3772.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34901704225874,-27.554878109317997]}"
1_00000000000000000005_16_0,2406.0,2432.0,2485.0,3300.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3487475476735,-27.554428951675938]}"
1_00000000000000000005_17_0,2383.0,2449.0,2505.0,3762.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34865771614508,-27.554518783204347]}"
1_00000000000000000005_18_0,2491.0,2414.0,2356.0,3788.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.3487475476735,-27.554788277789584]}"
1_00000000000000000005_19_0,2480.0,2433.0,2424.0,3770.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.34892721073032,-27.554967940846407]}"
1_00000000000000000006_0_0,1251.0,1537.0,1450.5,1860.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.9138776929131,-27.53718129822084]}"
1_00000000000000000006_1_0,1251.0,1537.0,1450.5,1860.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.9138776929131,-27.53718129822084]}"
1_00000000000000000006_2_0,1251.0,1537.0,1450.5,1860.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.9138776929131,-27.53718129822084]}"
1_00000000000000000006_3_0,1281.0,1571.0,1534.0,1945.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.91396752444152,-27.53718129822084]}"
1_00000000000000000006_4_0,1184.0,1433.5,1472.0,1786.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.9138776929131,-27.537271129749254]}"
1_00000000000000000006_5_0,1184.0,1433.5,1472.0,1786.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.9138776929131,-27.537271129749254]}"
1_00000000000000000006_6_0,1251.0,1537.0,1450.5,1860.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.9138776929131,-27.53718129822084]}"
1_00000000000000000006_7_0,1184.0,1433.5,1472.0,1786.0,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[152.9138776929131,-27.537271129749254]}"
