system:index,B2,B3,B4,B8,class,.geo
1_0000000000000000000d_2_0,481,807,805,3484,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.27828760942558,-37.490155320151494]}"
1_000000000000000001ca_7_0,306,456,584,1122,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.40279410780454,-37.26782228733191]}"
1_000000000000000001e6_0_0,1479,2218,3305,4150,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.10768381412572,-34.49409418455606]}"
1_00000000000000000070_1_0,1482,1988,2452,3118,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.89847075873615,-36.11600243003386]}"
1_000000000000000000c9_9_0,632.5,910.5,1201,2658,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.23847394521167,-36.88585862852429]}"
1_00000000000000000074_3_0,954,1315,1859,2971,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.02233928785253,-36.764675896696566]}"
1_00000000000000000137_6_0,1702,2866,3493,3997,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.46793111446692,-37.93922313068284]}"
1_00000000000000000113_7_0,1121.5,1428.5,1484.5,1564.5,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.06593502482343,-37.94380453863185]}"
1_00000000000000000021_5_0,475,752,933,1782,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.01121847545684,-37.134422467640164]}"
1_000000000000000000ed_9_0,534,794.5,1048,2396,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.23490355548446,-36.990961516766276]}"
1_000000000000000001c5_6_0,1380,1862,2493,3024,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.27171618500594,-36.17538107031416]}"
1_0000000000000000007e_3_0,187,261.5,292,314,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.55845384941506,-37.25991711283166]}"
1_00000000000000000196_4_0,324,556,558,1838,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.2987691979035,-37.75372102451216]}"
1_00000000000000000042_1_0,856.5,1182,1669,2755,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[141.36585505249982,-36.25218702710638]}"
1_00000000000000000054_3_0,525,910,880.5,1521,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3339740084773,-37.94658931601262]}"
1_00000000000000000069_7_0,950.5,1071,1332,2666,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.76525517638308,-38.15823239695118]}"
1_000000000000000000fc_6_0,1295,1703,2011,2624,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.71352593886334,-36.1350467140572]}"
1_000000000000000001da_9_0,597,1007,1268,1677,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3355011444603,-37.499946956748396]}"
1_00000000000000000198_3_0,984,1466,1860,2690,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.47231913651353,-36.04323889202018]}"
