system:index,AreaM2,B11,B12,B2,B3,B4,B8,class,FEATURETYP,.geo
00000000000000000462_0,1429.063299,1183.5,557,231.5,460.5,286,2822,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.07715024302937,-37.55007294960227]}"
00000000000000000858_0,3243.887915,2137,1291.5,236.5,347,509,1132,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.00205565955883,-37.21706747377916]}"
00000000000000000f9d_0,161.7848027,2521,1192,241,606,326,3918,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.21612876604635,-38.57891344450435]}"
000000000000000005ef_0,831.59728,3045.5,2474,1233,1749,2303,2050,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.11111113505095,-36.601811335685696]}"
00000000000000000d39_0,839.2891923,2426,1612,1286,1930,2230,2924,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.9125027742958,-37.906434622812476]}"
0000000000000000053f_0,1175.281848,3465,2294,789,1147,1896,3266,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.9484262370969,-36.525454536535534]}"
000000000000000008ea_0,1536.475386,3487,2802,1408,1818,2316,3400,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.33209669494434,-36.8145323949652]}"
000000000000000011d0_0,628.5733424,1834.5,1131,1159,1652,1936,2096,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.6892531290647,-37.86556127738504]}"
00000000000000000c91_0,915.1159851,1791,1027,359,700,559,1006,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.40262359331143,-36.28551452414721]}"
000000000000000007c3_0,411.2895804,1722,932,501.5,916,1177,1893,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.92461630778587,-37.79827746260449]}"
00000000000000000fbc_0,1008.280892,1025,553,186,278,302,962,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.6880990420409,-38.63209370932423]}"
0000000000000000075c_0,451.2656268,1909,985,695.5,1095,1138,2987,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.67362701740288,-38.35478378111653]}"
00000000000000000d50_0,877.4690582,2945,2154.5,1234,2104,2630,3399,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.10230764526656,-37.51243353919766]}"
00000000000000000ecb_0,1076.584666,781,370,45,147,143,1362,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.14309573344744,-38.051332878140954]}"
000000000000000007a6_0,484.8677483,1501,765.5,233.5,429,388,1533,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.6910543339148,-37.773394129234376]}"
000000000000000005a5_0,719.8737053,2412,1750,862,1212,1262,1790,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.48732557604018,-36.05626446363991]}"
000000000000000011a9_0,969.1011581,1702,873,116,370,265,2868,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.77674903773794,-38.54648426274764]}"
00000000000000000155_0,251.1615497,2923,1993,594,837,919,2452,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.00566264354086,-37.85217637965166]}"
000000000000000004af_0,2503.655487,2102.5,1332.5,353.5,613.5,788.5,1324,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.01534615148194,-37.18499761813609]}"
00000000000000000634_0,1416.632002,3369,2691,1216,2011,2757,3411,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.59180421786513,-36.06048654547527]}"
00000000000000000872_0,1080.964234,1974,1149,438,720,902,1920,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.8160191384995,-37.02779244341517]}"
000000000000000009cb_0,1060.04032,2846,2018,440,630,854.5,2672,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.40808501941714,-36.70044635388202]}"
00000000000000000d86_0,1243.57306,842,437,126,291,256,743,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.7128027123542,-38.43679996655664]}"
000000000000000007f2_0,693.1300153,1154,576.5,262,386.5,291.5,2395,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.9225501826324,-38.38137391352647]}"
000000000000000008ef_0,765.2355718,2251.5,1748,625,922.5,1151,1825,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.99676017366437,-36.74545194961641]}"
00000000000000000e83_0,1274.424018,1540,912,607,821,972,1658,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.61201631175783,-38.088073973261444]}"
00000000000000000600_0,798.3760718,1819.5,1056.5,331,477.5,462,2795.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.80470494020147,-36.2523666901632]}"
00000000000000000e8a_0,1655.020641,1428,871,487,684,861,1186,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.65513544539556,-38.038307306521226]}"
000000000000000004b8_0,987.4680945,1801,1059.5,99,166.5,244,702,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.08748086879675,-37.20898263622208]}"
00000000000000001286_0,1465.349372,2772,1873,425,827,1054,1843,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.29094470636795,-37.418379928950344]}"
00000000000000000168_0,2941.714047,1575,866,285,439,502,1734,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.74838514616903,-36.94110501849764]}"
000000000000000010e3_0,1672.796666,3629.5,2846.5,885.5,1389,1836,2696,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.45462232541638,-36.82513251531781]}"
0000000000000000087b_0,1427.252396,1491,877,133,193,260,590,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.78835102774863,-37.03354166123354]}"
00000000000000001052_0,657.1783139,4031,2904,996,1336,1652,3140,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.1377104160246,-38.2794151287789]}"
000000000000000006a7_0,396.7784323,1352,819.5,198,285.5,335.5,1052.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.86802244488635,-38.075946716925834]}"
00000000000000000df9_0,836.5559242,2087,1365,1016,1576,1736,2480,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.84485963340163,-38.12697102506382]}"
00000000000000000d11_0,3581.942776,1112.5,755,428,558,602,661,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.42147906571424,-37.56426633109135]}"
00000000000000000568_0,1753.314947,3597,2836,1058,1366,1844,2702,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.8270684164942,-36.2448208417766]}"
00000000000000000685_0,1095.615593,3488,2921,1334,1772,2188,2656,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.3017336383411,-35.95493449959123]}"
00000000000000000461_0,3078.071068,1528,733,240.5,560,302.5,4346,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.06942473158594,-37.556900145761574]}"
00000000000000000857_0,2994.698038,2707,1961,522,834,1112,1431,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.00079801816105,-37.21868444129057]}"
00000000000000000d30_0,497.7312498,1777.5,899.5,512,934,981,2959,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.2816113759768,-37.74869045892109]}"
00000000000000000757_0,1486.769716,1061,550,354,588,249,571,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.49234699306757,-38.3943994851462]}"
00000000000000000504_0,574.3372516,1867,924,988.5,1714,1930,2309,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.2374995212447,-38.26971332371041]}"
00000000000000000ef8_0,939.3354236,1951,1357,761,974.5,995,2669,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1897137224114,-38.32810381717818]}"
00000000000000000c7c_0,334.2059637,4173,3359.5,878.5,1068,1399,2455,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.22772160749335,-37.8269337201679]}"
00000000000000000479_0,307.3942723,2231,1392.5,390.5,640.5,630.5,2611,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.70013189256625,-37.44254461009316]}"
00000000000000000170_0,1444.532705,1946,1005,244,391,322,2158,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.02821035717227,-36.27689069741967]}"
0000000000000000077e_0,996.6930397,1621.5,1025.5,286.5,586,674.5,717,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.35652172210868,-37.371667534176126]}"
00000000000000000f70_0,453.3179353,2370,1378,493,836,856,3790,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.64175054766218,-38.61017481639171]}"
0000000000000000035e_0,608.0315315,2922,2038,656,965,1162,2758,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.15844777624218,-37.91326181897178]}"
000000000000000011c0_0,658.7492368,4260,3953,3248,3626,3564,5816,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.64128309289273,-38.23935026710717]}"
00000000000000000c31_0,858.5978248,3868,2929,814,1204,1522,2530,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.0853386349604,-37.860351048737144]}"
00000000000000000565_0,1433.566303,3384,2163,777,1154,1742,3032,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.9826566237037,-36.321626798568815]}"
00000000000000000a98_0,1726.3552,3792,2809.5,1489,2098,2787,3682,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.78168977180061,-36.81821548763009]}"
00000000000000000b9d_0,1200.131756,4471,3733,1308,2078,2786,3506,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.45149194476753,-37.96329798029724]}"
00000000000000001128_0,750.967165,3277.5,2609.5,626,1227,1735,2670,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.40997605579565,-36.48691681084681]}"
000000000000000006d4_0,1509.609859,1524,1084,962,1397,1710,1799,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.12143718653647,-37.937426500114604]}"
0000000000000000048a_0,2307.291482,2895.5,2135.5,644.5,998,1167,3143,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.96845866793277,-37.321541541322254]}"
0000000000000000085b_0,1098.59922,2142,1420,386,758,825,755,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.92803448014737,-37.15813799114092]}"
00000000000000000b72_0,1192.753532,1785.5,1021.5,228.5,393,425.5,1954,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.32410168891568,-38.02905465909479]}"
00000000000000000eb0_0,340.0463899,3944,3498.5,1355,1854,2179,3377,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.61910842822053,-38.15472896734311]}"
00000000000000000eb4_0,231.4599152,1404.5,722.5,420,660.5,695,2425,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.28197070209046,-38.17889364848593]}"
00000000000000000a38_0,1118.6334,2611.5,1670,640,1210,1698,1882,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.65188321324533,-37.08573377924088]}"
00000000000000000c90_0,1215.984621,1527,818,438,717,636,2918,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.23904038007325,-36.31444027629586]}"
000000000000000003bf_0,317.7154469,2226.5,1620.5,1048,1433,1773,2326.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.57176263846557,-37.647719820986055]}"
0000000000000000106a_0,235.2224841,1576,740.5,300,537,429.5,3010,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.49972232696103,-38.50255664535419]}"
00000000000000001364_0,344.7460438,1523.5,799,192.5,325,328,1646.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.8557155254939,-37.63756885827551]}"
0000000000000000124b_0,117.0459105,2054,1101,438.5,793.5,743,3425,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.96862918242587,-37.55770862951728]}"
0000000000000000036a_0,159.7274624,2282,1401,614,925,1140,1986,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.81071450404136,-37.62786705320701]}"
00000000000000000d48_0,1439.546194,1342.5,750.5,231,426.5,239.5,1653,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.4371097516579,-37.84615766724806]}"
000000000000000003a5_0,1298.300585,1554.5,880,288,528,497.5,2668,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.0783180528987,-37.859003575810966]}"
0000000000000000059a_0,1032.049227,3599.5,2620.5,919.5,1342,1964,2995,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.88393177397896,-36.15409099808053]}"
00000000000000000540_0,692.2311214,2795,2058.5,613.5,801,1034.5,2114,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.00421161624072,-36.60118251498681]}"
000000000000000003fb_0,371.0897606,2340.5,1764.5,717.5,1098,1248,2117,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.96711119500657,-37.54836615056244]}"
00000000000000000c2e_0,246.8480366,2850,1938,557,795,868,2790,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.0530891162605,-37.958177583177765]}"
00000000000000000c3d_0,2985.534465,2535,1864,672,1084,1144,2542,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.00898183581026,-37.97551506816127]}"
000000000000000004ef_0,266.8855059,2018,1187,207,374,484,1534,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.84619795776408,-37.19002818372716]}"
000000000000000008c6_0,2977.214596,3351,2046,500,796,1172,2744,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.45857948694837,-36.81785616151644]}"
00000000000000000930_0,336.8419486,1876,947,215,493,443,2346,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3114262948459,-37.32917722123727]}"
00000000000000000173_0,3851.804004,1378.5,908.5,644,1012.5,1156,1691,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.9007394183557,-36.18175910883141]}"
0000000000000000020c_0,1662.893052,3951,3281,700,1074,1608,2282,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.45461775113455,-35.30895597878088]}"
0000000000000000010d_0,124.2076235,2259.5,1152,421,817.5,641.5,4553,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.51156636586586,-37.69856446606722]}"
0000000000000000101c_0,638.6370222,1777,920.5,343.5,464,562,1479,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.46774230284637,-38.534895995582495]}"
0000000000000000031e_0,1143.899646,998,623,338,587,383,1364,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.55658111016396,-38.2207551407259]}"
000000000000000003dd_0,545.3253349,1549,863.5,180,298,319.5,1241,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.05909410581856,-37.68958131322603]}"
0000000000000000105b_0,373.9872314,2106,1575,376,606,457,2544,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.521555962647,-38.16101717433195]}"
0000000000000000091a_0,2103.763824,4653,4045,1858,2272,3098,4172,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.43270800676572,-36.72622800253625]}"
000000000000000010ae_0,1373.517572,2019.5,1417,265.5,592.5,536.5,234,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.73642383004469,-36.84184117960243]}"
00000000000000000b57_0,1940.842719,1530.5,928.5,150.5,288.5,282.5,1572,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.52164121989355,-38.008932396730515]}"
00000000000000000c68_0,419.2115231,3245,2400,623,890,1056,3068,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.15612587934902,-37.99042710187765]}"
0000000000000000083c_0,629.3141764,1394,756,181,334,295,1918,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.40674669505466,-37.07693028945651]}"
00000000000000000e93_0,996.6886938,2483.5,1353.5,456,686,832.5,4183,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.18782726031475,-38.207549906049344]}"
00000000000000000c28_0,424.148478,3741,2760,648,904,1166,2706,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.75404453245898,-37.819208208724476]}"
00000000000000000aa6_0,993.9875837,3714.5,2837.5,815,1109,1599,2459,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.82193429652915,-36.679066450119976]}"
0000000000000000065c_0,1356.76782,2309.5,1552,821.5,1227,1609,1970,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.3974986219101,-36.171967472234506]}"
0000000000000000111f_0,7395.263569,4109,3409,725,1338,2354,2981,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.34457870311175,-36.65193732853957]}"
000000000000000002a7_0,4648.66105,3853,2996,992,1358,1942,2641,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.96243080696544,-35.87696073292965]}"
00000000000000000fa1_0,74.39730134,1961,862,323,747,365,5068,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.20418117276756,-38.53166206055967]}"
00000000000000000764_0,186.4363225,2062,1292.5,620.5,964.5,1189,2581,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.76947725821844,-37.50452836469741]}"
000000000000000006a6_0,892.9404653,1339.5,742.5,1302,1671,1942,2693,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.7827723244234,-38.07531789622695]}"
00000000000000000aad_0,700.1369541,2196,1409,1142,1596,2035,2582,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.8892181113097,-36.73988239485487]}"
00000000000000000f53_0,2323.910089,1103,578,887.5,1526,1731,2292,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.9315424840373,-38.69785038812178]}"
00000000000000000580_0,750.7398949,3363,2209,835.5,1216,1576,2773,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.98040626121156,-36.24760561915737]}"
0000000000000000067d_0,3302.7332,3592,2529,685,977,1482,2612,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.7797272010211,-36.409841359469354]}"
00000000000000000c15_0,1125.205062,2276,1530.5,427.5,731,872.5,2326,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.45597894690627,-36.60531476529376]}"
00000000000000000bac_0,1377.527661,1366,801,371,646.5,558.5,1972,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.114614564659,-37.96545393697913]}"
00000000000000000e05_0,201.8039332,1790,847,247,476,468,2481,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.29293472283857,-38.21150249329947]}"
0000000000000000117f_0,1201.113638,4327,3743,1466,1904,2434,3134,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.43764416654653,-36.023206461184316]}"
00000000000000000815_0,269.7042092,2980.5,1957.5,670,1009.5,1177,2581,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.00124717580312,-37.29773618629309]}"
000000000000000011ce_0,1116.730011,3843.5,3334.5,4179.5,4504,4826,5073,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.77953381511873,-37.86008155415191]}"
000000000000000005fd_0,1053.626676,2496,1826,330.5,573,761,1163,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.6575608966627,-36.24428185260613]}"
00000000000000000aa2_0,1506.034194,2051.5,1581.5,854,1357,1998,1986,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.02198911030257,-36.88181620974575]}"
0000000000000000016b_0,1074.238193,1421,819,399,693,747,1636,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.7984213074945,-36.972995211083884]}"
00000000000000000c95_0,3396.164819,655,557.5,587.5,1107,1076.5,976,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.26823562680715,-36.16531993913202]}"
00000000000000000335_0,42.97158961,2507.5,2002.5,428,680.5,1051.5,2057,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.50420932909978,-37.732969941449]}"
000000000000000010d7_0,1333.615704,3031.5,2482,1212,2127,2780,2398,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.499897415736,-36.867173670614605]}"
00000000000000000936_0,2428.690576,2372,1627,338.5,549.5,573,2162,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.52288971272762,-37.159934621709155]}"
00000000000000001206_0,1573.676816,841.5,457,1234,1634,1864,1519,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.92029982014026,-37.810584381996925]}"
00000000000000000d6e_0,1608.27295,1167.5,704.5,1003.5,1730,1092.5,739,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.29409795842608,-38.47084611582477]}"
00000000000000000654_0,2825.03,954,583,170,252,236.5,1338,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.2307713051775,-36.462572466647174]}"
00000000000000000501_0,153.1153812,3106,2288.5,597,861,1074,2127,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.21908405792024,-38.19685995416832]}"
00000000000000000eca_0,304.1304063,1616,937,877.5,1114,971.5,3710,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.15621113659557,-38.02662920782767]}"
00000000000000001024_0,1216.508185,1474,722,225,500,302,3798,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.23499338701288,-38.3343021926386]}"
00000000000000000aae_0,1633.787816,1690.5,1382,411.5,799.5,916.5,339.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.9050284603102,-36.743655319048166]}"
00000000000000000334_0,526.777424,1690.5,1159.5,459,592,829.5,1565.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[144.67012816207665,-37.81543528453117]}"
000000000000000005ee_0,779.648604,2496,1894,439,592.5,748.5,1672,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.11488405924425,-36.60432661848123]}"
00000000000000000f3d_0,1441.359422,2082,1181,311,542,537,1966,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.0035873698237,-38.74222716315728]}"
00000000000000000855_0,1882.021591,2782,2117,301,631,737,1210,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.00394212165548,-37.07037258788244]}"
00000000000000000b53_0,2371.267403,529.5,247,74,146.5,138.5,1106,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.49612906582456,-37.99545766746872]}"
00000000000000000b79_0,1996.598605,1715,978,557.5,1027,997,3435,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.42695878894736,-38.04046326320311]}"
00000000000000000ee6_0,230.1704388,4495,3562,968,1498,1900,2916,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.31997858717241,-38.00165604292915]}"
00000000000000000eb5_0,956.6010762,1539.5,766,180.5,389.5,297,1434,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.2972420619205,-38.17763600708816]}"
00000000000000000719_0,4937.515902,2930.5,2024,523.5,913,1280,1797,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.5288185936028,-36.36609340513274]}"
00000000000000000c71_0,54.07439957,3778,2727,712.5,1010,1256,2716,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.19035169167398,-37.914249965784315]}"
00000000000000000668_0,1127.63837,2608.5,1862.5,757,1095,1528,2331,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.39291721396108,-36.18616085372359]}"
00000000000000000164_0,619.534214,1281,701.5,534,831,724,2305,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.40146493200578,-37.536688051868886]}"
000000000000000001bd_0,882.4671987,2024.5,1110,341.5,563,490.5,2730,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.18388839591017,-37.689671144754435]}"
000000000000000002c4_0,1416.167823,3506.5,2635.5,676.5,977,1544,2512,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.17057045829594,-36.03326759236645]}"
00000000000000000a91_0,717.3528276,3112,2359,923,1452,1928,2720,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.7328214203445,-36.78183371862325]}"
00000000000000000e7a_0,329.8411344,3475,2498,645,865,1140,2462,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.45858863551206,-37.827023551696314]}"
00000000000000000588_0,705.8465497,3743.5,2864.5,966.5,1445,2042,2976,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.24783472129394,-36.25964304396457]}"
00000000000000000cc5_0,621.2953024,2286,1431.5,376.5,687.5,828,1245,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.1627642638878,-37.60693630708703]}"
00000000000000000e03_0,1680.695878,1794,1070,380,580,606,1585,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.2773040368949,-38.19766843792403]}"
00000000000000000c62_0,734.4405904,2969,2210,575,679,750,2036,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.0749181776646,-37.811303034224224]}"
00000000000000001284_0,535.8186595,1451.5,900.5,349.5,627,789.5,1956,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.17344506720514,-37.37247601793183]}"
0000000000000000062e_0,971.5930588,4009.5,3304,1339,2135,3000,3543,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[146.56754970519393,-36.04162192450876]}"
000000000000000012cc_0,294.2574235,1974.5,1075.5,511.5,865,864.5,2705.5,1,Farm Dam Area,"{""geodesic"":false,""type"":""Point"",""coordinates"":[143.3664930217624,-37.67862186675977]}"
